DATE_OBS,TIME_OBS,SPECIES,TREE_DESCR,MEASUREMENT_DESCR,NUM_TREES,MEAN_TRANS_RATE,MEAN_AIR_TEMP_1HR_150CM,MEAN_REL_HUM_1HR_150CM,MEAN_AIR_TEMP_3HR_240CM,MEAN_REL_HUM_3HR_240CM,MEAN_AIR_TEMP_1HR_25M,MEAN_VAPOR_PRESS_1HR_25M,MEAN_DOWN_SHRTWAVE_RAD_3HR_4M,MEAN_DOWN_SHRTWAVE_RAD_1HR_18M,MEAN_WIND_VELOCITY_1HR_18M,SAP_FLOW
1996-04-20,19,Populus tremuloides,Clone B,xef,3,0.012,2.6,,,,,,,,,4.9
1996-04-20,20,Populus tremuloides,Clone A,abx,3,0.0,3.5,,,,,,,,,-2.7
1996-04-20,20,Populus tremuloides,Clone B,xef,3,0.0,3.5,,,,,,,,,2.6
1996-04-20,21,Populus tremuloides,Clone A,abx,3,0.006,3.7,,,,,,,,,-1.8
1996-04-20,21,Populus tremuloides,Clone B,xef,3,0.006,3.7,,,,,,,,,3.8
1996-04-20,22,Populus tremuloides,Clone A,abx,3,0.012,4.0,,,,,,,,,0.4
1996-04-20,22,Populus tremuloides,Clone B,xef,3,0.012,4.0,,,,,,,,,3.6
1996-04-20,23,Populus tremuloides,Clone A,abx,3,0.022000000000000002,4.1,,,,,,,,,2.1
1996-04-20,23,Populus tremuloides,Clone B,xef,3,0.022000000000000002,4.1,,,,,,,,,5.1
1996-04-21,0,Populus tremuloides,Clone A,abx,3,0.026000000000000002,4.1,,,,,,,,,2.6
1996-04-21,0,Populus tremuloides,Clone B,xef,3,0.026000000000000002,4.1,,,,,,,,,5.7
1996-04-21,1,Populus tremuloides,Clone A,abx,3,0.025,3.6,,,,,,,,,2.5
1996-04-21,1,Populus tremuloides,Clone B,xef,3,0.025,3.6,,,,,,,,,5.5
1996-04-21,2,Populus tremuloides,Clone A,abx,3,0.02,2.8,,,,,,,,,1.5
1996-04-21,2,Populus tremuloides,Clone B,xef,3,0.02,2.8,,,,,,,,,4.8
1996-04-21,3,Populus tremuloides,Clone A,abx,3,0.015,1.7,,,,,,,,,0.7
1996-04-21,3,Populus tremuloides,Clone B,xef,3,0.015,1.7,,,,,,,,,4.2
1996-04-21,4,Populus tremuloides,Clone A,abx,3,0.012,0.7,,,,,,,,,-0.1
1996-04-21,4,Populus tremuloides,Clone B,xef,3,0.012,0.7,,,,,,,,,4.1
1996-04-21,5,Populus tremuloides,Clone A,abx,3,0.013000000000000001,0.1,,,,,,,,,0.2
1996-04-21,5,Populus tremuloides,Clone B,xef,3,0.013000000000000001,0.1,,,,,,,,,4.2
1996-04-21,6,Populus tremuloides,Clone A,abx,3,0.015,-0.4,,,,,,,,,0.7
1996-04-21,6,Populus tremuloides,Clone B,xef,3,0.015,-0.4,,,,,,,,,4.1
1996-04-21,7,Populus tremuloides,Clone A,abx,3,0.019,-0.8,,,,,,,,,1.5
1996-04-21,7,Populus tremuloides,Clone B,xef,3,0.019,-0.8,,,,,,,,,4.8
1996-04-21,8,Populus tremuloides,Clone A,abx,3,0.039,-1.3,,,,,,,,,3.7
1996-04-21,8,Populus tremuloides,Clone B,xef,3,0.039,-1.3,,,,,,,,,9.0
1996-04-21,9,Populus tremuloides,Clone A,abx,3,0.055999999999999994,-1.6,,,,,,,,,6.1
1996-04-21,9,Populus tremuloides,Clone B,xef,3,0.055999999999999994,-1.6,,,,,,,,,11.9
1996-04-21,10,Populus tremuloides,Clone A,abx,3,0.066,-1.8,,,,,,,,,6.8
1996-04-21,10,Populus tremuloides,Clone B,xef,3,0.066,-1.8,,,,,,,,,14.6
1996-04-21,11,Populus tremuloides,Clone A,abx,3,0.084,-2.1,,,,,,,,,7.4
1996-04-21,11,Populus tremuloides,Clone B,xef,3,0.084,-2.1,,,,,,,,,19.6
1996-04-21,12,Populus tremuloides,Clone A,abx,3,0.075,-2.3,,,,,,,,,5.5
1996-04-21,12,Populus tremuloides,Clone B,xef,3,0.075,-2.3,,,,,,,,,18.6
1996-04-21,13,Populus tremuloides,Clone A,abx,3,0.07400000000000001,-2.3,,,,,,,,,7.8
1996-04-21,13,Populus tremuloides,Clone B,xef,3,0.07400000000000001,-2.3,,,,,,,,,16.0
1996-04-21,14,Populus tremuloides,Clone A,abx,3,-0.06,-1.0,,,,,,,,,-13.5
1996-04-21,14,Populus tremuloides,Clone B,xef,3,-0.06,-1.0,,,,,,,,,-5.7
1996-04-21,15,Populus tremuloides,Clone A,abx,3,-0.042,2.0,,,,,,,,,-8.9
1996-04-21,15,Populus tremuloides,Clone B,xef,3,-0.042,2.0,,,,,,,,,-4.6
1996-04-21,16,Populus tremuloides,Clone A,abx,3,-0.005,4.3,,,,,,,,,1.1
1996-04-21,16,Populus tremuloides,Clone B,xef,3,-0.005,4.3,,,,,,,,,-2.6
1996-04-21,17,Populus tremuloides,Clone A,abx,3,0.023,6.7,,,,,,,,,2.6
1996-04-21,17,Populus tremuloides,Clone B,xef,3,0.023,6.7,,,,,,,,,4.8
1996-04-21,18,Populus tremuloides,Clone A,abx,3,0.03,8.2,,,,,,,,,3.1
1996-04-21,18,Populus tremuloides,Clone B,xef,3,0.03,8.2,,,,,,,,,6.7
1996-04-21,19,Populus tremuloides,Clone A,abx,3,0.024,7.0,,,,,,,,,2.1
1996-04-21,19,Populus tremuloides,Clone B,xef,3,0.024,7.0,,,,,,,,,5.7
1996-04-21,20,Populus tremuloides,Clone A,abx,3,0.015,6.4,,,,,,,,,0.4
1996-04-21,20,Populus tremuloides,Clone B,xef,3,0.015,6.4,,,,,,,,,4.4
1996-04-21,21,Populus tremuloides,Clone A,abx,3,0.021,7.4,,,,,,,,,1.1
1996-04-21,21,Populus tremuloides,Clone B,xef,3,0.021,7.4,,,,,,,,,5.6
1996-04-21,22,Populus tremuloides,Clone A,abx,3,0.015,7.3,,,,,,,,,0.5
1996-04-21,22,Populus tremuloides,Clone B,xef,3,0.015,7.3,,,,,,,,,4.3
1996-04-21,23,Populus tremuloides,Clone A,abx,3,0.02,8.1,,,,,,,,,1.2
1996-04-21,23,Populus tremuloides,Clone B,xef,3,0.02,8.1,,,,,,,,,5.2
1996-04-22,0,Populus tremuloides,Clone A,abx,3,0.015,7.0,,,,,,,,,0.3
1996-04-22,0,Populus tremuloides,Clone B,xef,3,0.015,7.0,,,,,,,,,4.7
1996-04-22,1,Populus tremuloides,Clone A,abx,3,0.016,5.5,,,,,,,,,0.3
1996-04-22,1,Populus tremuloides,Clone B,xef,3,0.016,5.5,,,,,,,,,4.9
1996-04-22,2,Populus tremuloides,Clone A,abx,3,0.016,4.2,,,,,,,,,0.6
1996-04-22,2,Populus tremuloides,Clone B,xef,3,0.016,4.2,,,,,,,,,4.8
1996-04-22,3,Populus tremuloides,Clone A,abx,3,0.019,3.3,,,,,,,,,0.7
1996-04-22,3,Populus tremuloides,Clone B,xef,3,0.019,3.3,,,,,,,,,5.5
1996-04-22,4,Populus tremuloides,Clone A,abx,3,0.018000000000000002,2.2,,,,,,,,,0.8
1996-04-22,4,Populus tremuloides,Clone B,xef,3,0.018000000000000002,2.2,,,,,,,,,5.0
1996-04-22,5,Populus tremuloides,Clone A,abx,3,0.018000000000000002,1.3,,,,,,,,,0.7
1996-04-22,5,Populus tremuloides,Clone B,xef,3,0.018000000000000002,1.3,,,,,,,,,5.0
1996-04-22,6,Populus tremuloides,Clone A,abx,3,0.024,0.6,,,,,,,,,1.7
1996-04-22,6,Populus tremuloides,Clone B,xef,3,0.024,0.6,,,,,,,,,6.0
1996-04-22,7,Populus tremuloides,Clone A,abx,3,0.033,-0.4,,,,,,,,,3.2
1996-04-22,7,Populus tremuloides,Clone B,xef,3,0.033,-0.4,,,,,,,,,7.4
1996-04-22,8,Populus tremuloides,Clone A,abx,3,0.036000000000000004,-1.3,,,,,,,,,3.0
1996-04-22,8,Populus tremuloides,Clone B,xef,3,0.036000000000000004,-1.3,,,,,,,,,8.8
1996-04-22,9,Populus tremuloides,Clone A,abx,3,0.062,-2.3,,,,,,,,,7.6
1996-04-22,9,Populus tremuloides,Clone B,xef,3,0.062,-2.3,,,,,,,,,12.4
1996-04-22,10,Populus tremuloides,Clone A,abx,3,0.066,-3.2,,,,,,,,,8.4
1996-04-22,10,Populus tremuloides,Clone B,xef,3,0.066,-3.2,,,,,,,,,12.9
1996-04-22,11,Populus tremuloides,Clone A,abx,3,0.049,-4.0,,,,,,,,,6.6
1996-04-22,11,Populus tremuloides,Clone B,xef,3,0.049,-4.0,,,,,,,,,9.2
1996-04-22,12,Populus tremuloides,Clone A,abx,3,0.032,-4.8,,,,,,,,,3.1
1996-04-22,12,Populus tremuloides,Clone B,xef,3,0.032,-4.8,,,,,,,,,7.1
1996-04-22,13,Populus tremuloides,Clone A,abx,3,0.038,-5.2,,,,,,,,,3.0
1996-04-22,13,Populus tremuloides,Clone B,xef,3,0.038,-5.2,,,,,,,,,9.3
1996-04-22,14,Populus tremuloides,Clone A,abx,3,0.012,-4.0,,,,,,,,,-4.0
1996-04-22,14,Populus tremuloides,Clone B,xef,3,0.012,-4.0,,,,,,,,,8.0
1996-04-22,15,Populus tremuloides,Clone A,abx,3,-0.015,-0.5,,,,,,,,,-7.2
1996-04-22,15,Populus tremuloides,Clone B,xef,3,-0.015,-0.5,,,,,,,,,2.4
1996-04-22,16,Populus tremuloides,Clone A,abx,3,-0.018000000000000002,2.4,,,,,,,,,-6.1
1996-04-22,16,Populus tremuloides,Clone B,xef,3,-0.018000000000000002,2.4,,,,,,,,,0.2
1996-04-22,17,Populus tremuloides,Clone A,abx,3,-0.009000000000000001,5.9,,,,,,,,,-3.4
1996-04-22,17,Populus tremuloides,Clone B,xef,3,-0.009000000000000001,5.9,,,,,,,,,0.4
1996-04-22,18,Populus tremuloides,Clone A,abx,3,-0.008,7.7,,,,,,,,,-2.7
1996-04-22,18,Populus tremuloides,Clone B,xef,3,-0.008,7.7,,,,,,,,,0.1
1996-04-22,19,Populus tremuloides,Clone A,abx,3,-0.006,8.9,,,,,,,,,-2.5
1996-04-22,19,Populus tremuloides,Clone B,xef,3,-0.006,8.9,,,,,,,,,0.6
1996-04-22,20,Populus tremuloides,Clone A,abx,3,-0.005,9.3,,,,,,,,,-1.5
1996-04-22,20,Populus tremuloides,Clone B,xef,3,-0.005,9.3,,,,,,,,,0.0
1996-04-22,21,Populus tremuloides,Clone A,abx,3,0.0,9.9,,,,,,,,,-1.4
1996-04-22,21,Populus tremuloides,Clone B,xef,3,0.0,9.9,,,,,,,,,1.4
1996-04-22,22,Populus tremuloides,Clone A,abx,3,0.005,9.7,,,,,,,,,-0.6
1996-04-22,22,Populus tremuloides,Clone B,xef,3,0.005,9.7,,,,,,,,,2.1
1996-04-22,23,Populus tremuloides,Clone A,abx,3,0.008,9.1,,,,,,,,,-0.7
1996-04-22,23,Populus tremuloides,Clone B,xef,3,0.008,9.1,,,,,,,,,3.3
1996-04-23,0,Populus tremuloides,Clone A,abx,3,0.011000000000000001,8.5,,,,,,,,,-0.2
1996-04-23,0,Populus tremuloides,Clone B,xef,3,0.011000000000000001,8.5,,,,,,,,,3.8
1996-04-23,1,Populus tremuloides,Clone A,abx,3,0.011000000000000001,7.4,,,,,,,,,0.5
1996-04-23,1,Populus tremuloides,Clone B,xef,3,0.011000000000000001,7.4,,,,,,,,,3.2
1996-04-23,2,Populus tremuloides,Clone A,abx,3,0.012,6.1,,,,,,,,,0.1
1996-04-23,2,Populus tremuloides,Clone B,xef,3,0.012,6.1,,,,,,,,,3.7
1996-04-23,3,Populus tremuloides,Clone A,abx,3,0.013999999999999999,4.8,,,,,,,,,0.4
1996-04-23,3,Populus tremuloides,Clone B,xef,3,0.013999999999999999,4.8,,,,,,,,,4.0
1996-04-23,4,Populus tremuloides,Clone A,abx,3,0.016,3.8,,,,,,,,,1.0
1996-04-23,4,Populus tremuloides,Clone B,xef,3,0.016,3.8,,,,,,,,,4.4
1996-04-23,5,Populus tremuloides,Clone A,abx,3,0.017,2.6,,,,,,,,,1.1
1996-04-23,5,Populus tremuloides,Clone B,xef,3,0.017,2.6,,,,,,,,,4.5
1996-04-23,6,Populus tremuloides,Clone A,abx,3,0.016,1.3,,,,,,,,,1.0
1996-04-23,6,Populus tremuloides,Clone B,xef,3,0.016,1.3,,,,,,,,,4.3
1996-04-23,7,Populus tremuloides,Clone A,abx,3,0.024,0.5,,,,,,,,,2.3
1996-04-23,7,Populus tremuloides,Clone B,xef,3,0.024,0.5,,,,,,,,,5.6
1996-04-23,8,Populus tremuloides,Clone A,abx,3,0.027999999999999997,-0.1,,,,,,,,,2.9
1996-04-23,8,Populus tremuloides,Clone B,xef,3,0.027999999999999997,-0.1,,,,,,,,,6.1
1996-04-23,9,Populus tremuloides,Clone A,abx,3,0.025,-0.5,,,,,,,,,2.0
1996-04-23,9,Populus tremuloides,Clone B,xef,3,0.025,-0.5,,,,,,,,,6.1
1996-04-23,10,Populus tremuloides,Clone A,abx,3,0.021,-0.7,,,,,,,,,1.1
1996-04-23,10,Populus tremuloides,Clone B,xef,3,0.021,-0.7,,,,,,,,,5.7
1996-04-23,11,Populus tremuloides,Clone A,abx,3,0.023,-0.9,,,,,,,,,1.3
1996-04-23,11,Populus tremuloides,Clone B,xef,3,0.023,-0.9,,,,,,,,,6.2
1996-04-23,12,Populus tremuloides,Clone A,abx,3,0.023,-1.0,,,,,,,,,1.5
1996-04-23,12,Populus tremuloides,Clone B,xef,3,0.023,-1.0,,,,,,,,,5.9
1996-04-23,13,Populus tremuloides,Clone A,abx,3,0.025,-1.0,,,,,,,,,1.7
1996-04-23,13,Populus tremuloides,Clone B,xef,3,0.025,-1.0,,,,,,,,,6.4
1996-04-23,14,Populus tremuloides,Clone A,abx,3,0.023,-0.8,,,,,,,,,1.3
1996-04-23,14,Populus tremuloides,Clone B,xef,3,0.023,-0.8,,,,,,,,,6.1
1996-04-23,15,Populus tremuloides,Clone A,abx,3,0.013999999999999999,-0.5,,,,,,,,,0.4
1996-04-23,15,Populus tremuloides,Clone B,xef,3,0.013999999999999999,-0.5,,,,,,,,,4.2
1996-04-23,16,Populus tremuloides,Clone A,abx,3,-0.018000000000000002,0.9,,,,,,,,,-4.3
1996-04-23,16,Populus tremuloides,Clone B,xef,3,-0.018000000000000002,0.9,,,,,,,,,-1.4
1996-04-23,17,Populus tremuloides,Clone A,abx,3,0.005,3.7,,,,,,,,,-0.1
1996-04-23,17,Populus tremuloides,Clone B,xef,3,0.005,3.7,,,,,,,,,1.9
1996-04-23,18,Populus tremuloides,Clone A,abx,3,0.004,6.1,,,,,,,,,-0.9
1996-04-23,18,Populus tremuloides,Clone B,xef,3,0.004,6.1,,,,,,,,,2.2
1996-04-23,19,Populus tremuloides,Clone A,abx,3,0.004,7.8,,,,,,,,,-1.5
1996-04-23,19,Populus tremuloides,Clone B,xef,3,0.004,7.8,,,,,,,,,2.8
1996-04-23,20,Populus tremuloides,Clone A,abx,3,0.005,9.1,,,,,,,,,-1.3
1996-04-23,20,Populus tremuloides,Clone B,xef,3,0.005,9.1,,,,,,,,,2.9
1996-04-23,21,Populus tremuloides,Clone A,abx,3,0.008,10.5,,,,,,,,,-1.2
1996-04-23,21,Populus tremuloides,Clone B,xef,3,0.008,10.5,,,,,,,,,3.8
1996-04-23,22,Populus tremuloides,Clone A,abx,3,0.006999999999999999,10.9,,,,,,,,,-1.3
1996-04-23,22,Populus tremuloides,Clone B,xef,3,0.006999999999999999,10.9,,,,,,,,,3.5
1996-04-23,23,Populus tremuloides,Clone A,abx,3,0.011000000000000001,10.8,,,,,,,,,-0.2
1996-04-23,23,Populus tremuloides,Clone B,xef,3,0.011000000000000001,10.8,,,,,,,,,3.8
1996-04-24,0,Populus tremuloides,Clone A,abx,3,0.017,10.5,,,,,,,,,0.6
1996-04-24,0,Populus tremuloides,Clone B,xef,3,0.017,10.5,,,,,,,,,5.0
1996-04-24,1,Populus tremuloides,Clone A,abx,3,0.017,8.9,,,,,,,,,0.7
1996-04-24,1,Populus tremuloides,Clone B,xef,3,0.017,8.9,,,,,,,,,4.8
1996-04-24,2,Populus tremuloides,Clone A,abx,3,0.017,7.4,,,,,,,,,0.9
1996-04-24,2,Populus tremuloides,Clone B,xef,3,0.017,7.4,,,,,,,,,4.7
1996-04-24,3,Populus tremuloides,Clone A,abx,3,0.018000000000000002,6.2,,,,,,,,,0.7
1996-04-24,3,Populus tremuloides,Clone B,xef,3,0.018000000000000002,6.2,,,,,,,,,5.0
1996-04-24,4,Populus tremuloides,Clone A,abx,3,0.017,5.4,,,,,,,,,0.6
1996-04-24,4,Populus tremuloides,Clone B,xef,3,0.017,5.4,,,,,,,,,5.0
1996-04-24,5,Populus tremuloides,Clone A,abx,3,0.018000000000000002,5.0,,,,,,,,,0.7
1996-04-24,5,Populus tremuloides,Clone B,xef,3,0.018000000000000002,5.0,,,,,,,,,5.1
1996-04-24,6,Populus tremuloides,Clone A,abx,3,0.02,4.4,,,,,,,,,0.7
1996-04-24,6,Populus tremuloides,Clone B,xef,3,0.02,4.4,,,,,,,,,5.8
1996-04-24,7,Populus tremuloides,Clone A,abx,3,0.019,3.6,,,,,,,,,1.0
1996-04-24,7,Populus tremuloides,Clone B,xef,3,0.019,3.6,,,,,,,,,5.1
1996-04-24,8,Populus tremuloides,Clone A,abx,3,0.016,3.2,,,,,,,,,0.4
1996-04-24,8,Populus tremuloides,Clone B,xef,3,0.016,3.2,,,,,,,,,4.8
1996-04-24,9,Populus tremuloides,Clone A,abx,3,0.016,2.9,,,,,,,,,0.4
1996-04-24,9,Populus tremuloides,Clone B,xef,3,0.016,2.9,,,,,,,,,4.7
1996-04-24,10,Populus tremuloides,Clone A,abx,3,0.015,2.7,,,,,,,,,0.6
1996-04-24,10,Populus tremuloides,Clone B,xef,3,0.015,2.7,,,,,,,,,4.2
1996-04-24,11,Populus tremuloides,Clone A,abx,3,0.011000000000000001,2.7,,,,,,,,,0.5
1996-04-24,11,Populus tremuloides,Clone B,xef,3,0.011000000000000001,2.7,,,,,,,,,3.1
1996-04-24,12,Populus tremuloides,Clone A,abx,3,0.006999999999999999,2.7,,,,,,,,,0.4
1996-04-24,12,Populus tremuloides,Clone B,xef,3,0.006999999999999999,2.7,,,,,,,,,1.7
1996-04-24,13,Populus tremuloides,Clone A,abx,3,0.006,2.5,,,,,,,,,0.4
1996-04-24,13,Populus tremuloides,Clone B,xef,3,0.006,2.5,,,,,,,,,1.5
1996-04-24,14,Populus tremuloides,Clone A,abx,3,0.008,2.3,,,,,,,,,0.8
1996-04-24,14,Populus tremuloides,Clone B,xef,3,0.008,2.3,,,,,,,,,1.8
1996-04-24,15,Populus tremuloides,Clone A,abx,3,0.005,2.3,,,,,,,,,0.2
1996-04-24,15,Populus tremuloides,Clone B,xef,3,0.005,2.3,,,,,,,,,1.4
1996-04-24,16,Populus tremuloides,Clone A,abx,3,0.006999999999999999,2.4,,,,,,,,,0.2
1996-04-24,16,Populus tremuloides,Clone B,xef,3,0.006999999999999999,2.4,,,,,,,,,2.1
1996-04-24,17,Populus tremuloides,Clone A,abx,3,0.008,2.6,,,,,,,,,0.3
1996-04-24,17,Populus tremuloides,Clone B,xef,3,0.008,2.6,,,,,,,,,2.1
1996-04-24,18,Populus tremuloides,Clone A,abx,3,0.01,2.8,,,,,,,,,0.1
1996-04-24,18,Populus tremuloides,Clone B,xef,3,0.01,2.8,,,,,,,,,3.1
1996-04-24,19,Populus tremuloides,Clone A,abx,3,0.006999999999999999,3.0,,,,,,,,,-0.1
1996-04-24,19,Populus tremuloides,Clone B,xef,3,0.006999999999999999,3.0,,,,,,,,,2.4
1996-04-24,20,Populus tremuloides,Clone A,abx,3,0.011000000000000001,3.3,,,,,,,,,0.5
1996-04-24,20,Populus tremuloides,Clone B,xef,3,0.011000000000000001,3.3,,,,,,,,,3.0
1996-04-24,21,Populus tremuloides,Clone A,abx,3,0.01,3.5,,,,,,,,,-0.3
1996-04-24,21,Populus tremuloides,Clone B,xef,3,0.01,3.5,,,,,,,,,3.6
1996-04-24,22,Populus tremuloides,Clone A,abx,3,0.011000000000000001,3.5,,,,,,,,,0.3
1996-04-24,22,Populus tremuloides,Clone B,xef,3,0.011000000000000001,3.5,,,,,,,,,3.4
1996-04-24,23,Populus tremuloides,Clone A,abx,3,0.012,3.3,,,,,,,,,0.0
1996-04-24,23,Populus tremuloides,Clone B,xef,3,0.012,3.3,,,,,,,,,3.9
1996-04-25,0,Populus tremuloides,Clone A,abx,3,0.012,3.1,,,,,,,,,0.4
1996-04-25,0,Populus tremuloides,Clone B,xef,3,0.012,3.1,,,,,,,,,3.6
1996-04-25,1,Populus tremuloides,Clone A,abx,3,0.01,2.3,,,,,,,,,0.7
1996-04-25,1,Populus tremuloides,Clone B,xef,3,0.01,2.3,,,,,,,,,2.7
1996-04-25,2,Populus tremuloides,Clone A,abx,3,0.009000000000000001,1.7,,,,,,,,,0.3
1996-04-25,2,Populus tremuloides,Clone B,xef,3,0.009000000000000001,1.7,,,,,,,,,2.6
1996-04-25,3,Populus tremuloides,Clone A,abx,3,0.008,1.2,,,,,,,,,0.5
1996-04-25,3,Populus tremuloides,Clone B,xef,3,0.008,1.2,,,,,,,,,2.1
1996-04-25,4,Populus tremuloides,Clone A,abx,3,0.006999999999999999,0.7,,,,,,,,,0.7
1996-04-25,4,Populus tremuloides,Clone B,xef,3,0.006999999999999999,0.7,,,,,,,,,1.6
